0.0,0.0172249
0.976563,0.0172613
1.95313,0.0173784
2.92969,0.0175723
3.90625,0.0178544
4.88281,0.0182281
5.85938,0.0187102
6.83594,0.0193146
7.8125,0.0200696
8.78906,0.0210003
9.76563,0.0221583
10.7422,0.0236062
11.7188,0.0254474
12.6953,0.027823
13.6719,0.0309818
14.6484,0.0353438
15.625,0.041712
16.6016,0.0517979
17.5781,0.0700907
18.5547,0.113218
19.5313,0.336323
20.5078,0.298846
21.4844,0.0983283
22.4609,0.0569701
23.4375,0.0391226
24.4141,0.0291638
25.3906,0.0228132
26.3672,0.018399
27.3438,0.0151442
28.3203,0.012637
29.2969,0.0106358
30.2734,0.00899329
31.25,0.00761075
32.2266,0.00641829
33.2031,0.00536847
34.1797,0.00442086
35.1563,0.00355503
36.1328,0.00273654
37.1094,0.00194863
38.0859,0.00117103
39.0625,0.000381884
40.0391,0.000447785
41.0156,0.00134192
41.9922,0.00235568
42.9688,0.00353716
43.9453,0.00499309
44.9219,0.00691808
45.8985,0.00963381
46.875,0.0138788
47.8516,0.021862
48.8281,0.0428458
49.8047,0.272062
50.7813,0.0713991
51.7578,0.0331141
52.7344,0.0220952
53.711,0.0168275
54.6875,0.0137188
55.6641,0.0116536
56.6406,0.0101731
57.6172,0.00905631
58.5938,0.00817689
59.5703,0.00746911
60.5469,0.00688259
61.5235,0.0063838
62.5,0.00596267
63.4766,0.0055925
64.4531,0.00527164
65.4297,0.00498375
66.4063,0.00472989
67.3828,0.00450132
68.3594,0.00429427
69.3359,0.00410602
70.3125,0.00393043
71.2891,0.00377661
72.2656,0.00362912
73.2422,0.00349308
74.2188,0.00336814
75.1953,0.00325227
76.1719,0.00313888
77.1484,0.00303863
78.125,0.00294215
79.1016,0.00285205
80.0781,0.00276551
81.0547,0.00268611
82.0313,0.00260941
83.0078,0.00253706
83.9844,0.00247154
84.9609,0.00240428
85.9375,0.00234155
86.9141,0.00228266
87.8906,0.00222693
88.8672,0.00217406
89.8438,0.00212081
90.8203,0.00207254
91.7969,0.0020275
92.7735,0.00198261
93.75,0.00194135
94.7266,0.00189812
95.7032,0.00185501
96.6797,0.00182546
97.6563,0.00178405
98.6328,0.00174914
99.6094,0.00171624
100.586,0.00168231
101.563,0.00164991
102.539,0.0016179
103.516,0.00158885
104.492,0.00155901
105.469,0.00153221
106.445,0.0015039
107.422,0.00147972
108.398,0.00145355
109.375,0.00142837
110.352,0.00140629
111.328,0.00138402
112.305,0.00135784
113.281,0.00133859
114.258,0.00131768
115.234,0.00129619
116.211,0.00127494
117.188,0.00125533
118.164,0.00123887
119.141,0.00121744
120.117,0.0012031
121.094,0.00118473
122.07,0.0011656
123.047,0.00114913
124.023,0.00113151
125.0,0.00111723
125.977,0.00109957
126.953,0.00108449
127.93,0.00106704
128.906,0.00105625
129.883,0.00103951
130.859,0.00103261
131.836,0.000995351
132.813,0.000992977
133.789,0.000984467
134.766,0.000969385
135.742,0.000958397
136.719,0.00095092
137.695,0.000941236
138.672,0.000917877
139.648,0.000912277
140.625,0.000902265
141.602,0.000887361
142.578,0.00087794
143.555,0.000866754
144.531,0.000854352
145.508,0.00084334
146.484,0.000832019
147.461,0.000824351
148.438,0.000813413
149.414,0.00080312
150.391,0.000792757
151.367,0.000782624
152.344,0.000771647
153.32,0.00076079
154.297,0.000750557
155.273,0.000739959
156.25,0.000730105
157.227,0.00072308
158.203,0.000712678
159.18,0.000704015
160.156,0.00069415
161.133,0.000685255
162.109,0.000678964
163.086,0.000664942
164.063,0.00065319
165.039,0.000645895
166.016,0.000639429
166.992,0.000615653
167.969,0.000622998
168.945,0.000625007
169.922,0.000608445
170.898,0.000599474
171.875,0.000588864
172.852,0.000582343
173.828,0.000576095
174.805,0.000566488
175.781,0.00055854
176.758,0.000550152
177.734,0.000541962
178.711,0.000533493
179.688,0.00052626
180.664,0.000515981
181.641,0.000509823
182.617,0.000501553
183.594,0.000492806
184.57,0.000487787
185.547,0.000477304
186.523,0.000471053
187.5,0.000462475
188.477,0.000455681
189.453,0.00044581
190.43,0.000437595
191.406,0.000431077
192.383,0.00042368
193.359,0.000413875
194.336,0.000408278
195.313,0.000399568
196.289,0.000391525
197.266,0.000385342
198.242,0.000376643
199.219,0.000370334
200.195,0.000360343
201.172,0.000351008
202.148,0.000341715
203.125,0.000334145
204.102,0.000322027
205.078,0.000318574
206.055,0.000308726
207.031,0.00030143
208.008,0.000290121
208.984,0.000280225
209.961,0.000272258
210.938,0.000265404
211.914,0.000255831
212.891,0.000246998
213.867,0.000238985
214.844,0.000230222
215.82,0.00022189
216.797,0.000211551
217.773,0.000202126
218.75,0.000192938
219.727,0.000179728
220.703,0.000174473
221.68,0.000163118
222.656,0.000153631
223.633,0.000143935
224.609,0.000136611
225.586,0.00012634
226.563,0.0001163
227.539,0.000104172
228.516,9.38228e-05
229.492,8.26402e-05
230.469,7.32328e-05
231.445,5.81751e-05
232.422,4.90783e-05
233.398,3.92118e-05
234.375,2.73634e-05
235.352,2.02421e-05
236.328,7.61772e-06
237.305,3.40166e-07
238.281,1.43283e-05
239.258,2.18087e-05
240.234,3.4099e-05
241.211,4.49148e-05
242.188,6.03675e-05
243.164,7.13284e-05
244.141,8.91843e-05
245.117,0.000103238
246.094,0.000118399
247.07,0.000128914
248.047,0.000144218
249.023,0.000157968
250.0,0.000169738
250.977,0.000183762
251.953,0.000196651
252.93,0.000212377
253.906,0.000226735
254.883,0.00024003
255.859,0.000256778
256.836,0.000278218
257.813,0.000289789
258.789,0.000307816
259.766,0.000327538
260.742,0.000342684
261.719,0.000361375
262.695,0.000378875
263.672,0.000396882
264.648,0.000414295
265.625,0.000437613
266.602,0.000454439
267.578,0.000474879
268.555,0.000494841
269.531,0.000516372
270.508,0.000537837
271.484,0.00055792
272.461,0.000578456
273.438,0.000600049
274.414,0.000626366
275.391,0.000652174
276.367,0.000675668
277.344,0.000703432
278.32,0.0007268
279.297,0.000754401
280.273,0.000781707
281.25,0.000813507
282.227,0.000843337
283.203,0.00087263
284.18,0.0009024
285.156,0.000932009
286.133,0.000965826
287.109,0.000998455
288.086,0.00103574
289.063,0.00107037
290.039,0.00110721
291.016,0.00114853
291.992,0.00118778
292.969,0.00122911
293.945,0.0012709
294.922,0.00131612
295.898,0.00135993
296.875,0.00140703
297.852,0.00145697
298.828,0.00150638
299.805,0.00156079
300.781,0.00161366
301.758,0.0016745
